Player,Player,Salary,Season
Kobe Bryant,Kobe Bryant,"$23,034,375",2009-10
Kobe Bryant,Kobe Bryant,"$24,806,250",2010-11
Kobe Bryant,Kobe Bryant,"$25,244,493",2011-12
Kobe Bryant,Kobe Bryant,"$27,849,149",2012-13
Kobe Bryant,Kobe Bryant,"$30,453,805",2013-14
Kobe Bryant,Kobe Bryant,"$23,500,000",2014-15
Chase Budinger,Chase Budinger,"$457,588",2009-10
Chase Budinger,Chase Budinger,"$780,871",2010-11
Chase Budinger,Chase Budinger,"$854,389",2011-12
Chase Budinger,Chase Budinger,"$885,120",2012-13
Chase Budinger,Chase Budinger,"$5,000,000",2013-14
Chase Budinger,Chase Budinger,"$5,000,000",2014-15
Reggie Bullock,Reggie Bullock,"$1,149,000",2013-14
Reggie Bullock,Reggie Bullock,"$1,200,720",2014-15
Trey Burke,Trey Burke,"$2,438,760",2013-14
Trey Burke,Trey Burke,"$2,548,560",2014-15
Alec Burks,Alec Burks,"$2,020,200",2011-12
Alec Burks,Alec Burks,"$2,171,640",2012-13
Alec Burks,Alec Burks,"$2,202,000",2013-14
Alec Burks,Alec Burks,"$3,034,356",2014-15
Caron Butler,Caron Butler,"$1,678,800",2002-03
Caron Butler,Caron Butler,"$1,804,680",2003-04
Caron Butler,Caron Butler,"$1,930,680",2004-05
Caron Butler,Caron Butler,"$2,461,617",2005-06
Caron Butler,Caron Butler,"$7,438,000",2006-07
Caron Butler,Caron Butler,"$8,218,990",2007-08
Caron Butler,Caron Butler,"$9,249,980",2008-09
Caron Butler,Caron Butler,"$9,780,970",2009-10
Caron Butler,Caron Butler,"$10,561,960",2010-11
Caron Butler,Caron Butler,"$8,000,000",2011-12
Caron Butler,Caron Butler,"$8,000,000",2012-13
Caron Butler,Caron Butler,"$8,000,000",2013-14
Caron Butler,Caron Butler,"$4,500,000",2014-15
Jimmy Butler,Jimmy Butler,"$1,020,960",2011-12
Jimmy Butler,Jimmy Butler,"$1,097,520",2012-13
Jimmy Butler,Jimmy Butler,"$1,112,880",2013-14
Jimmy Butler,Jimmy Butler,"$2,008,748",2014-15
Rasual Butler,Rasual Butler,"$349,458",2002-03
Rasual Butler,Rasual Butler,"$563,679",2003-04
Rasual Butler,Rasual Butler,"$1,200,000",2004-05
Rasual Butler,Rasual Butler,"$1,300,000",2005-06
Rasual Butler,Rasual Butler,"$3,000,000",2006-07
Rasual Butler,Rasual Butler,"$3,315,000",2007-08
Rasual Butler,Rasual Butler,"$3,630,000",2008-09
Rasual Butler,Rasual Butler,"$3,945,000",2009-10
Rasual Butler,Rasual Butler,"$2,400,000",2010-11
Rasual Butler,Rasual Butler,"$1,229,255",2011-12
Rasual Butler,Rasual Butler,"$1,448,490",2014-15
Dwight Buycks,Dwight Buycks,"$48,028",2014-15
Andrew Bynum,Andrew Bynum,"$1,888,680",2005-06
Andrew Bynum,Andrew Bynum,"$2,030,280",2006-07
Andrew Bynum,Andrew Bynum,"$2,172,000",2007-08
Andrew Bynum,Andrew Bynum,"$2,769,300",2008-09
Andrew Bynum,Andrew Bynum,"$12,526,998",2009-10
Andrew Bynum,Andrew Bynum,"$13,700,000",2010-11
Andrew Bynum,Andrew Bynum,"$14,900,000",2011-12
Andrew Bynum,Andrew Bynum,"$16,889,000",2012-13
Andrew Bynum,Andrew Bynum,"$6,000,000",2013-14
Will Bynum,Will Bynum,"$711,517",2008-09
Will Bynum,Will Bynum,"$825,497",2009-10
Will Bynum,Will Bynum,"$3,250,000",2010-11
Will Bynum,Will Bynum,"$3,250,000",2011-12
Will Bynum,Will Bynum,"$3,250,000",2012-13
Will Bynum,Will Bynum,"$2,790,343",2013-14
Will Bynum,Will Bynum,"$2,915,908",2014-15
Will Bynum,Will Bynum,"$144,468",2014-15
Bruno Caboclo,Bruno Caboclo,"$1,458,360",2014-15
Nick Calathes,Nick Calathes,"$816,482",2014-15
Jose Calderon,Jose Calderon,"$2,190,000",2005-06
Jose Calderon,Jose Calderon,"$2,333,334",2006-07
Jose Calderon,Jose Calderon,"$2,471,604",2007-08
Jose Calderon,Jose Calderon,"$7,438,018",2008-09
Jose Calderon,Jose Calderon,"$8,219,009",2009-10
Jose Calderon,Jose Calderon,"$9,000,000",2010-11
Jose Calderon,Jose Calderon,"$9,780,992",2011-12
Jose Calderon,Jose Calderon,"$11,046,591",2012-13
Jose Calderon,Jose Calderon,"$6,791,570",2013-14
Jose Calderon,Jose Calderon,"$7,097,191",2014-15
Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,"$2,653,080",2013-14
Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,"$2,772,480",2014-15
Isaiah Canaan,Isaiah Canaan,"$816,482",2014-15
Clint Capela,Clint Capela,"$1,189,200",2014-15
DeMarre Carroll,DeMarre Carroll,"$1,009,680",2009-10
DeMarre Carroll,DeMarre Carroll,"$1,085,400",2010-11
DeMarre Carroll,DeMarre Carroll,"$544,331",2011-12
DeMarre Carroll,DeMarre Carroll,"$289,382",2011-12
DeMarre Carroll,DeMarre Carroll,"$2,557,545",2013-14
DeMarre Carroll,DeMarre Carroll,"$2,442,455",2014-15
Vince Carter,Vince Carter,"$1,760,000",1998-99
Vince Carter,Vince Carter,"$2,267,280",1999-00
Vince Carter,Vince Carter,"$2,425,440",2000-01
Vince Carter,Vince Carter,"$3,073,032",2001-02
Vince Carter,Vince Carter,"$10,067,750",2002-03
Vince Carter,Vince Carter,"$11,326,219",2003-04
Vince Carter,Vince Carter,"$12,584,688",2004-05
Vince Carter,Vince Carter,"$13,843,156",2005-06
Vince Carter,Vince Carter,"$15,101,625",2006-07
Vince Carter,Vince Carter,"$13,320,000",2007-08
Vince Carter,Vince Carter,"$14,724,125",2008-09
Vince Carter,Vince Carter,"$16,300,000",2009-10
Vince Carter,Vince Carter,"$17,300,000",2010-11
Vince Carter,Vince Carter,"$18,300,000",2011-12
Vince Carter,Vince Carter,"$3,000,000",2011-12
Vince Carter,Vince Carter,"$3,090,000",2012-13
Vince Carter,Vince Carter,"$3,180,000",2013-14
Vince Carter,Vince Carter,"$3,911,981",2014-15
Michael Carter-Williams,Michael Carter-Williams,"$2,200,920",2013-14
Michael Carter-Williams,Michael Carter-Williams,"$2,300,040",2014-15
Omri Casspi,Omri Casspi,"$1,167,000",2009-10
Omri Casspi,Omri Casspi,"$1,254,480",2010-11
Omri Casspi,Omri Casspi,"$1,341,960",2011-12
Omri Casspi,Omri Casspi,"$2,277,306",2012-13
Omri Casspi,Omri Casspi,"$947,907",2013-14
Omri Casspi,Omri Casspi,"$1,063,384",2014-15
Mario Chalmers,Mario Chalmers,"$700,000",2008-09
Mario Chalmers,Mario Chalmers,"$773,500",2009-10
Mario Chalmers,Mario Chalmers,"$854,389",2010-11
Mario Chalmers,Mario Chalmers,"$4,000,000",2011-12
Mario Chalmers,Mario Chalmers,"$4,000,000",2012-13
Mario Chalmers,Mario Chalmers,"$4,000,000",2013-14
Mario Chalmers,Mario Chalmers,"$4,000,000",2014-15
Tyson Chandler,Tyson Chandler,"$3,308,160",2001-02
Tyson Chandler,Tyson Chandler,"$3,556,200",2002-03
Tyson Chandler,Tyson Chandler,"$3,804,360",2003-04
Tyson Chandler,Tyson Chandler,"$4,801,102",2004-05
Tyson Chandler,Tyson Chandler,"$9,000,000",2005-06
Tyson Chandler,Tyson Chandler,"$9,150,000",2006-07
Tyson Chandler,Tyson Chandler,"$10,250,000",2007-08
Tyson Chandler,Tyson Chandler,"$11,350,000",2008-09
Tyson Chandler,Tyson Chandler,"$11,850,000",2009-10
Tyson Chandler,Tyson Chandler,"$12,600,000",2010-11
Tyson Chandler,Tyson Chandler,"$13,107,837",2011-12
Tyson Chandler,Tyson Chandler,"$13,604,188",2012-13
Tyson Chandler,Tyson Chandler,"$14,100,538",2013-14
Tyson Chandler,Tyson Chandler,"$14,598,888",2014-15
Wilson Chandler,Wilson Chandler,"$1,091,640",2007-08
Wilson Chandler,Wilson Chandler,"$1,173,480",2008-09
Wilson Chandler,Wilson Chandler,"$1,255,440",2009-10
Wilson Chandler,Wilson Chandler,"$2,130,482",2010-11
Wilson Chandler,Wilson Chandler,"$5,930,414",2012-13
Wilson Chandler,Wilson Chandler,"$6,344,164",2013-14
Wilson Chandler,Wilson Chandler,"$6,757,913",2014-15
Will Cherry,Will Cherry,"$25,000",2014-15
Josh Childress,Josh Childress,"$2,490,360",2004-05
Josh Childress,Josh Childress,"$2,677,200",2005-06
Josh Childress,Josh Childress,"$2,863,920",2006-07
Josh Childress,Josh Childress,"$3,631,449",2007-08
Josh Childress,Josh Childress,"$6,500,000",2010-11
Josh Childress,Josh Childress,"$6,000,000",2011-12
Josh Childress,Josh Childress,"$7,000,000",2012-13
Josh Childress,Josh Childress,"$377,474",2012-13
Josh Childress,Josh Childress,"$7,317,500",2014-15
Earl Clark,Earl Clark,"$1,766,280",2009-10
Earl Clark,Earl Clark,"$1,898,760",2010-11
Earl Clark,Earl Clark,"$1,160,000",2011-12
Earl Clark,Earl Clark,"$1,240,000",2012-13
Earl Clark,Earl Clark,"$4,250,000",2013-14
Earl Clark,Earl Clark,"$62,552",2014-15
Ian Clark,Ian Clark,"$816,482",2014-15
Jordan Clarkson,Jordan Clarkson,"$507,336",2014-15
Victor Claver,Victor Claver,"$1,300,000",2012-13
Victor Claver,Victor Claver,"$1,330,000",2013-14
Victor Claver,Victor Claver,"$1,370,000",2014-15
Norris Cole,Norris Cole,"$1,035,960",2011-12
Norris Cole,Norris Cole,"$1,082,520",2012-13
Norris Cole,Norris Cole,"$1,129,200",2013-14
Norris Cole,Norris Cole,"$2,038,206",2014-15
Darren Collison,Darren Collison,"$1,266,120",2009-10
Darren Collison,Darren Collison,"$1,361,040",2010-11
Darren Collison,Darren Collison,"$1,455,960",2011-12
Darren Collison,Darren Collison,"$2,319,344",2012-13
Darren Collison,Darren Collison,"$1,900,000",2013-14
Darren Collison,Darren Collison,"$4,797,664",2014-15
Nick Collison,Nick Collison,"$1,578,240",2003-04
Nick Collison,Nick Collison,"$1,969,680",2004-05
Nick Collison,Nick Collison,"$1,815,000",2005-06
Nick Collison,Nick Collison,"$2,501,070",2006-07
Nick Collison,Nick Collison,"$5,750,000",2007-08
Nick Collison,Nick Collison,"$6,350,000",2008-09
Nick Collison,Nick Collison,"$6,250,000",2009-10
Nick Collison,Nick Collison,"$13,250,000",2010-11
Nick Collison,Nick Collison,"$3,272,997",2011-12
Nick Collison,Nick Collison,"$2,929,332",2012-13
Nick Collison,Nick Collison,"$2,585,668",2013-14
Nick Collison,Nick Collison,"$2,242,003",2014-15
Mike Conley,Mike Conley,"$3,377,160",2007-08
Mike Conley,Mike Conley,"$3,630,480",2008-09
Mike Conley,Mike Conley,"$3,883,800",2009-10
Mike Conley,Mike Conley,"$4,913,007",2010-11
Mike Conley,Mike Conley,"$6,611,571",2011-12
Mike Conley,Mike Conley,"$7,305,786",2012-13
Mike Conley,Mike Conley,"$8,000,001",2013-14
Mike Conley,Mike Conley,"$8,894,216",2014-15
Brian Cook,Brian Cook,"$903,360",2003-04
Brian Cook,Brian Cook,"$971,160",2004-05
Brian Cook,Brian Cook,"$1,038,960",2005-06
Brian Cook,Brian Cook,"$1,817,141",2006-07
Brian Cook,Brian Cook,"$3,500,000",2007-08
Brian Cook,Brian Cook,"$3,500,000",2008-09
Brian Cook,Brian Cook,"$3,500,000",2009-10
Brian Cook,Brian Cook,"$1,146,337",2010-11
Brian Cook,Brian Cook,"$1,223,166",2011-12
Daequan Cook,Daequan Cook,"$1,184,400",2007-08
Daequan Cook,Daequan Cook,"$1,273,200",2008-09
Daequan Cook,Daequan Cook,"$1,362,120",2009-10
Daequan Cook,Daequan Cook,"$2,169,857",2010-11
Daequan Cook,Daequan Cook,"$3,341,558",2011-12
Daequan Cook,Daequan Cook,"$3,090,042",2012-13
Daequan Cook,Daequan Cook,"$589,769",2012-13
Jack Cooley,Jack Cooley,"$187,357",2014-15
Chris Copeland,Chris Copeland,"$473,604",2012-13
Chris Copeland,Chris Copeland,"$3,000,000",2013-14
Chris Copeland,Chris Copeland,"$3,135,000",2014-15
Bryce Cotton,Bryce Cotton,"$152,200",2014-15
Bryce Cotton,Bryce Cotton,"$50,000",2014-15
DeMarcus Cousins,DeMarcus Cousins,"$3,374,640",2010-11
DeMarcus Cousins,DeMarcus Cousins,"$3,627,720",2011-12
DeMarcus Cousins,DeMarcus Cousins,"$3,880,800",2012-13
DeMarcus Cousins,DeMarcus Cousins,"$4,916,974",2013-14
DeMarcus Cousins,DeMarcus Cousins,"$13,701,250",2014-15
Robert Covington,Robert Covington,"$1,000,000",2014-15
Robert Covington,Robert Covington,"$150,000",2014-15
Allen Crabbe,Allen Crabbe,"$862,000",2014-15
Jamal Crawford,Jamal Crawford,"$1,762,320",2000-01
Jamal Crawford,Jamal Crawford,"$1,894,560",2001-02
Jamal Crawford,Jamal Crawford,"$2,026,680",2002-03
Jamal Crawford,Jamal Crawford,"$2,577,937",2003-04
Jamal Crawford,Jamal Crawford,"$5,760,000",2004-05
Jamal Crawford,Jamal Crawford,"$6,480,000",2005-06
Jamal Crawford,Jamal Crawford,"$7,200,000",2006-07
Jamal Crawford,Jamal Crawford,"$7,920,000",2007-08
Jamal Crawford,Jamal Crawford,"$8,640,000",2008-09
Jamal Crawford,Jamal Crawford,"$9,360,000",2009-10
Jamal Crawford,Jamal Crawford,"$10,800,000",2010-11
Jamal Crawford,Jamal Crawford,"$5,000,000",2011-12
Jamal Crawford,Jamal Crawford,"$5,000,000",2012-13
Jamal Crawford,Jamal Crawford,"$5,225,000",2013-14
Jamal Crawford,Jamal Crawford,"$5,450,000",2014-15
Jordan Crawford,Jordan Crawford,"$1,042,320",2010-11
Jordan Crawford,Jordan Crawford,"$1,120,440",2011-12
Jordan Crawford,Jordan Crawford,"$1,198,680",2012-13
Jordan Crawford,Jordan Crawford,"$2,162,419",2013-14
Jae Crowder,Jae Crowder,"$600,491",2012-13
Jae Crowder,Jae Crowder,"$788,872",2013-14
Jae Crowder,Jae Crowder,"$915,243",2014-15
Dante Cunningham,Dante Cunningham,"$457,588",2009-10
Dante Cunningham,Dante Cunningham,"$762,195",2010-11
Dante Cunningham,Dante Cunningham,"$2,000,000",2011-12
Dante Cunningham,Dante Cunningham,"$2,090,000",2012-13
Dante Cunningham,Dante Cunningham,"$2,180,000",2013-14
Dante Cunningham,Dante Cunningham,"$831,942",2014-15
Jared Cunningham,Jared Cunningham,"$1,156,320",2012-13
Jared Cunningham,Jared Cunningham,"$1,208,400",2013-14
Seth Curry,Seth Curry,"$100,000",2014-15
Seth Curry,Seth Curry,"$48,028",2014-15
Stephen Curry,Stephen Curry,"$2,710,560",2009-10
Stephen Curry,Stephen Curry,"$2,913,840",2010-11
Stephen Curry,Stephen Curry,"$3,117,120",2011-12
Stephen Curry,Stephen Curry,"$3,958,742",2012-13
Stephen Curry,Stephen Curry,"$9,887,642",2013-14
Stephen Curry,Stephen Curry,"$10,629,213",2014-15
Samuel Dalembert,Samuel Dalembert,"$771,480",2001-02
Samuel Dalembert,Samuel Dalembert,"$691,100",2002-03
Samuel Dalembert,Samuel Dalembert,"$887,160",2003-04
Samuel Dalembert,Samuel Dalembert,"$1,599,549",2004-05
Samuel Dalembert,Samuel Dalembert,"$8,470,000",2005-06
Samuel Dalembert,Samuel Dalembert,"$9,464,307",2006-07
Samuel Dalembert,Samuel Dalembert,"$10,250,000",2007-08
Samuel Dalembert,Samuel Dalembert,"$11,238,564",2008-09
Samuel Dalembert,Samuel Dalembert,"$12,025,694",2009-10
Samuel Dalembert,Samuel Dalembert,"$13,428,129",2010-11
Samuel Dalembert,Samuel Dalembert,"$7,000,000",2011-12
Samuel Dalembert,Samuel Dalembert,"$6,698,565",2012-13
Samuel Dalembert,Samuel Dalembert,"$3,700,748",2013-14
Samuel Dalembert,Samuel Dalembert,"$3,867,282",2014-15
Troy Daniels,Troy Daniels,"$816,482",2014-15
Luigi Datome,Luigi Datome,"$1,750,000",2014-15
Anthony Davis,Anthony Davis,"$5,144,280",2012-13
Anthony Davis,Anthony Davis,"$5,375,760",2013-14
Anthony Davis,Anthony Davis,"$5,607,240",2014-15
Ed Davis,Ed Davis,"$1,919,160",2010-11
Ed Davis,Ed Davis,"$2,063,040",2011-12
Ed Davis,Ed Davis,"$2,207,040",2012-13
Ed Davis,Ed Davis,"$3,153,860",2013-14
Ed Davis,Ed Davis,"$981,084",2014-15
Glen Davis,Glen Davis,"$427,163",2007-08
Glen Davis,Glen Davis,"$711,517",2008-09
Glen Davis,Glen Davis,"$3,000,000",2009-10
Glen Davis,Glen Davis,"$3,300,000",2010-11
Glen Davis,Glen Davis,"$6,300,000",2011-12
Glen Davis,Glen Davis,"$6,400,000",2012-13
Glen Davis,Glen Davis,"$6,400,000",2013-14
Glen Davis,Glen Davis,"$6,600,000",2014-15
Glen Davis,Glen Davis,"$1,227,985",2014-15
Andre Dawkins,Andre Dawkins,"$59,686",2014-15
Eric Dawson,Eric Dawson,"$38,172",2011-12
Austin Daye,Austin Daye,"$1,677,840",2009-10
Austin Daye,Austin Daye,"$1,803,720",2010-11
Austin Daye,Austin Daye,"$1,929,600",2011-12
Austin Daye,Austin Daye,"$2,958,077",2012-13
Austin Daye,Austin Daye,"$947,907",2013-14
Austin Daye,Austin Daye,"$1,063,384",2014-15
Austin Daye,Austin Daye,"$125,104",2014-15
Nando De Colo,Nando De Colo,"$1,400,000",2012-13
Nando De Colo,Nando De Colo,"$1,463,000",2013-14
Dewayne Dedmon,Dewayne Dedmon,"$816,482",2014-15
Carlos Delfino,Carlos Delfino,"$901,920",2004-05
Carlos Delfino,Carlos Delfino,"$969,696",2005-06
Carlos Delfino,Carlos Delfino,"$1,037,280",2006-07
Carlos Delfino,Carlos Delfino,"$1,868,141",2007-08
Carlos Delfino,Carlos Delfino,"$3,500,000",2009-10
Carlos Delfino,Carlos Delfino,"$3,500,000",2010-11
Carlos Delfino,Carlos Delfino,"$3,500,000",2011-12
Carlos Delfino,Carlos Delfino,"$3,000,000",2012-13
Carlos Delfino,Carlos Delfino,"$3,250,000",2013-14
Carlos Delfino,Carlos Delfino,"$650,000",2014-15
Matthew Dellavedova,Matthew Dellavedova,"$816,482",2014-15
Luol Deng,Luol Deng,"$2,273,400",2004-05
Luol Deng,Luol Deng,"$2,443,920",2005-06
Luol Deng,Luol Deng,"$2,614,440",2006-07
Luol Deng,Luol Deng,"$3,320,339",2007-08
Luol Deng,Luol Deng,"$9,385,000",2008-09
Luol Deng,Luol Deng,"$10,370,425",2009-10
Luol Deng,Luol Deng,"$11,345,000",2010-11
Luol Deng,Luol Deng,"$12,325,000",2011-12
Luol Deng,Luol Deng,"$13,305,000",2012-13
Luol Deng,Luol Deng,"$14,275,000",2013-14
Luol Deng,Luol Deng,"$9,714,461",2014-15
DeMar DeRozan,DeMar DeRozan,"$2,282,640",2009-10
DeMar DeRozan,DeMar DeRozan,"$2,453,880",2010-11
DeMar DeRozan,DeMar DeRozan,"$2,625,000",2011-12
DeMar DeRozan,DeMar DeRozan,"$3,344,250",2012-13
DeMar DeRozan,DeMar DeRozan,"$9,500,000",2013-14
DeMar DeRozan,DeMar DeRozan,"$9,500,000",2014-15
Boris Diaw,Boris Diaw,"$1,021,080",2003-04
Boris Diaw,Boris Diaw,"$1,097,640",2004-05
Boris Diaw,Boris Diaw,"$1,174,200",2005-06
Boris Diaw,Boris Diaw,"$1,870,501",2006-07
Boris Diaw,Boris Diaw,"$9,000,000",2007-08
Boris Diaw,Boris Diaw,"$9,000,000",2008-09
Boris Diaw,Boris Diaw,"$9,000,000",2009-10
Boris Diaw,Boris Diaw,"$9,000,000",2010-11
Boris Diaw,Boris Diaw,"$9,000,000",2011-12
Boris Diaw,Boris Diaw,"$4,500,000",2012-13
Boris Diaw,Boris Diaw,"$4,702,500",2013-14
Boris Diaw,Boris Diaw,"$7,500,000",2014-15
Yakhouba Diawara,Yakhouba Diawara,"$412,718",2006-07
Yakhouba Diawara,Yakhouba Diawara,"$687,456",2007-08
Yakhouba Diawara,Yakhouba Diawara,"$875,000",2008-09
Yakhouba Diawara,Yakhouba Diawara,"$945,000",2009-10
Gorgui Dieng,Gorgui Dieng,"$1,352,640",2013-14
Gorgui Dieng,Gorgui Dieng,"$1,413,480",2014-15
Spencer Dinwiddie,Spencer Dinwiddie,"$700,000",2014-15
Ike Diogu,Ike Diogu,"$1,988,160",2005-06
Ike Diogu,Ike Diogu,"$2,137,200",2006-07
Ike Diogu,Ike Diogu,"$2,286,360",2007-08
Ike Diogu,Ike Diogu,"$2,912,823",2008-09
Ike Diogu,Ike Diogu,"$884,881",2009-10
Ike Diogu,Ike Diogu,"$608,772",2010-11
Ike Diogu,Ike Diogu,"$64,028",2011-12
Joey Dorsey,Joey Dorsey,"$816,500",2008-09
Joey Dorsey,Joey Dorsey,"$881,000",2009-10
Joey Dorsey,Joey Dorsey,"$854,389",2010-11
Joey Dorsey,Joey Dorsey,"$948,163",2014-15
Toney Douglas,Toney Douglas,"$996,240",2009-10
Toney Douglas,Toney Douglas,"$1,071,000",2010-11
Toney Douglas,Toney Douglas,"$1,145,640",2011-12
Toney Douglas,Toney Douglas,"$2,067,880",2012-13
Toney Douglas,Toney Douglas,"$1,600,000",2013-14
Toney Douglas,Toney Douglas,"$268,974",2014-15
Chris Douglas-Roberts,Chris Douglas-Roberts,"$442,411",2008-09
Chris Douglas-Roberts,Chris Douglas-Roberts,"$736,000",2009-10
Chris Douglas-Roberts,Chris Douglas-Roberts,"$854,389",2010-11
Chris Douglas-Roberts,Chris Douglas-Roberts,"$72,892",2012-13
Chris Douglas-Roberts,Chris Douglas-Roberts,"$915,243",2014-15
Goran Dragic,Goran Dragic,"$1,700,000",2008-09
Goran Dragic,Goran Dragic,"$1,836,000",2009-10
Goran Dragic,Goran Dragic,"$1,972,000",2010-11
Goran Dragic,Goran Dragic,"$2,108,000",2011-12
Goran Dragic,Goran Dragic,"$7,500,000",2012-13
Goran Dragic,Goran Dragic,"$7,500,000",2013-14
Goran Dragic,Goran Dragic,"$7,500,000",2014-15
Zoran Dragic,Zoran Dragic,"$1,962,103",2014-15
Larry Drew,Larry Drew,"$59,686",2014-15
Andre Drummond,Andre Drummond,"$2,356,320",2012-13
Andre Drummond,Andre Drummond,"$2,462,400",2013-14
Andre Drummond,Andre Drummond,"$2,568,360",2014-15
Jared Dudley,Jared Dudley,"$1,137,000",2007-08
Jared Dudley,Jared Dudley,"$1,222,320",2008-09
Jared Dudley,Jared Dudley,"$1,307,640",2009-10
Jared Dudley,Jared Dudley,"$2,151,068",2010-11
Jared Dudley,Jared Dudley,"$4,250,000",2011-12
Jared Dudley,Jared Dudley,"$4,250,000",2012-13
Jared Dudley,Jared Dudley,"$4,250,000",2013-14
Jared Dudley,Jared Dudley,"$4,250,000",2014-15
Tim Duncan,Tim Duncan,"$2,967,840",1997-98
Tim Duncan,Tim Duncan,"$3,413,000",1998-99
Tim Duncan,Tim Duncan,"$3,858,240",1999-00
Tim Duncan,Tim Duncan,"$9,660,000",2000-01
Tim Duncan,Tim Duncan,"$10,865,250",2001-02
Tim Duncan,Tim Duncan,"$12,072,500",2002-03
Tim Duncan,Tim Duncan,"$12,676,125",2003-04
Tim Duncan,Tim Duncan,"$14,260,641",2004-05
Tim Duncan,Tim Duncan,"$15,845,156",2005-06
Tim Duncan,Tim Duncan,"$17,429,672",2006-07
Tim Duncan,Tim Duncan,"$19,014,188",2007-08
Tim Duncan,Tim Duncan,"$20,598,704",2008-09
Tim Duncan,Tim Duncan,"$22,183,220",2009-10
Tim Duncan,Tim Duncan,"$18,700,000",2010-11
Tim Duncan,Tim Duncan,"$21,164,619",2011-12
Tim Duncan,Tim Duncan,"$9,638,554",2012-13
Tim Duncan,Tim Duncan,"$10,361,446",2013-14
Tim Duncan,Tim Duncan,"$10,000,000",2014-15
Mike Dunleavy,Mike Dunleavy,"$3,100,080",2002-03
Mike Dunleavy,Mike Dunleavy,"$3,332,520",2003-04
Mike Dunleavy,Mike Dunleavy,"$3,565,080",2004-05
Mike Dunleavy,Mike Dunleavy,"$4,506,261",2005-06
Mike Dunleavy,Mike Dunleavy,"$7,438,016",2006-07
Mike Dunleavy,Mike Dunleavy,"$8,219,008",2007-08
Mike Dunleavy,Mike Dunleavy,"$9,000,000",2008-09
Mike Dunleavy,Mike Dunleavy,"$9,780,992",2009-10
Mike Dunleavy,Mike Dunleavy,"$10,561,984",2010-11
Mike Dunleavy,Mike Dunleavy,"$3,750,000",2011-12
Mike Dunleavy,Mike Dunleavy,"$3,750,000",2012-13
Mike Dunleavy,Mike Dunleavy,"$3,183,000",2013-14
Mike Dunleavy,Mike Dunleavy,"$3,326,235",2014-15
Kevin Durant,Kevin Durant,"$4,171,200",2007-08
Kevin Durant,Kevin Durant,"$4,484,040",2008-09
Kevin Durant,Kevin Durant,"$4,796,880",2009-10
Kevin Durant,Kevin Durant,"$6,053,663",2010-11
Kevin Durant,Kevin Durant,"$15,506,632",2011-12
Kevin Durant,Kevin Durant,"$16,669,630",2012-13
Kevin Durant,Kevin Durant,"$17,832,627",2013-14
Kevin Durant,Kevin Durant,"$18,995,624",2014-15
Cleanthony Early,Cleanthony Early,"$507,336",2014-15
Devin Ebanks,Devin Ebanks,"$473,604",2010-11
Devin Ebanks,Devin Ebanks,"$762,195",2011-12
Devin Ebanks,Devin Ebanks,"$1,054,389",2012-13
Wayne Ellington,Wayne Ellington,"$1,003,560",2009-10
Wayne Ellington,Wayne Ellington,"$1,078,800",2010-11
Wayne Ellington,Wayne Ellington,"$1,154,040",2011-12
Wayne Ellington,Wayne Ellington,"$2,083,042",2012-13
Wayne Ellington,Wayne Ellington,"$2,652,000",2013-14
Wayne Ellington,Wayne Ellington,"$1,063,384",2014-15
Wayne Ellington,Wayne Ellington,"$923,780",2014-15
Monta Ellis,Monta Ellis,"$448,762",2005-06
Monta Ellis,Monta Ellis,"$664,209",2006-07
Monta Ellis,Monta Ellis,"$770,610",2007-08
Monta Ellis,Monta Ellis,"$11,000,000",2008-09
Monta Ellis,Monta Ellis,"$11,000,000",2009-10
Monta Ellis,Monta Ellis,"$11,000,000",2010-11
Monta Ellis,Monta Ellis,"$11,000,000",2011-12
Monta Ellis,Monta Ellis,"$11,000,000",2012-13
Monta Ellis,Monta Ellis,"$8,000,000",2013-14
Monta Ellis,Monta Ellis,"$8,360,000",2014-15
Melvin Ely,Melvin Ely,"$1,490,120",2002-03
Melvin Ely,Melvin Ely,"$1,628,760",2003-04
Melvin Ely,Melvin Ely,"$1,742,400",2004-05
Melvin Ely,Melvin Ely,"$2,401,027",2005-06
Melvin Ely,Melvin Ely,"$3,303,813",2006-07
Melvin Ely,Melvin Ely,"$895,341",2007-08
Melvin Ely,Melvin Ely,"$998,398",2008-09
Melvin Ely,Melvin Ely,"$1,223,166",2010-11
Kim English,Kim English,"$473,604",2012-13
James Ennis,James Ennis,"$507,336",2014-15
Tyler Ennis,Tyler Ennis,"$1,590,720",2014-15
Jeremy Evans,Jeremy Evans,"$473,604",2010-11
Jeremy Evans,Jeremy Evans,"$762,195",2011-12
Jeremy Evans,Jeremy Evans,"$1,794,872",2012-13
Jeremy Evans,Jeremy Evans,"$1,660,257",2013-14
Jeremy Evans,Jeremy Evans,"$1,794,871",2014-15
Reggie Evans,Reggie Evans,"$349,458",2002-03
Reggie Evans,Reggie Evans,"$700,000",2003-04
Reggie Evans,Reggie Evans,"$880,000",2004-05
Reggie Evans,Reggie Evans,"$1,100,000",2005-06
Reggie Evans,Reggie Evans,"$4,000,000",2006-07
Reggie Evans,Reggie Evans,"$4,320,000",2007-08
Reggie Evans,Reggie Evans,"$4,640,000",2008-09
Reggie Evans,Reggie Evans,"$4,960,000",2009-10
