Player,Player,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player.1_x,Pos,STL,Season,TOV,TRB,Tm,eFG%,Player.1_y,Salary
Mickael Pietrus,Mickael Pietrus,43,.489,88,61,.335,182,25.0,29.0,10.0,112.0,104,.385,270,20.0,0.645,31.0,42,6,NBA,921,18.0,81.0,289.0,Mickael Pietrus,SG,21.0,2011-12,33.0,130.0,BOS,0.498,Mickael Pietrus,5300000
Mickael Pietrus,Mickael Pietrus,43,.489,88,61,.335,182,25.0,29.0,10.0,112.0,104,.385,270,20.0,0.645,31.0,42,6,NBA,921,18.0,81.0,289.0,Mickael Pietrus,SG,21.0,2011-12,33.0,130.0,BOS,0.498,Mickael Pietrus,1223166
Mickael Pietrus,Mickael Pietrus,14,.412,34,20,.313,64,9.0,30.0,6.0,31.0,34,.347,98,12.0,0.667,18.0,19,16,NBA,386,5.0,33.0,100.0,Mickael Pietrus,SF,12.0,2012-13,16.0,36.0,TOR,0.449,Mickael Pietrus,1005097
Dexter Pittman,Dexter Pittman,1,.333,3,0,,0,0.0,22.0,0.0,2.0,1,.333,3,0.0,,0.0,2,0,NBA,11,1.0,2.0,2.0,Dexter Pittman,C,0.0,2010-11,2.0,3.0,MIA,0.333,Dexter Pittman,473604
Dexter Pittman,Dexter Pittman,44,.468,94,0,,0,9.0,23.0,8.0,44.0,44,.468,94,18.0,0.643,28.0,35,6,NBA,301,27.0,73.0,106.0,Dexter Pittman,C,8.0,2011-12,17.0,71.0,MIA,0.468,Dexter Pittman,762195
Dexter Pittman,Dexter Pittman,4,.364,11,0,,0,0.0,24.0,0.0,5.0,4,.364,11,0.0,0.0,3.0,11,0,NBA,32,7.0,8.0,8.0,Dexter Pittman,C,0.0,2012-13,3.0,12.0,TOT,0.364,Dexter Pittman,854389
Dexter Pittman,Dexter Pittman,3,.600,5,0,,0,0.0,24.0,0.0,3.0,3,.600,5,0.0,,0.0,4,0,NBA,12,4.0,4.0,6.0,Dexter Pittman,C,0.0,2012-13,2.0,7.0,MIA,0.6,Dexter Pittman,854389
Dexter Pittman,Dexter Pittman,1,.167,6,0,,0,0.0,24.0,0.0,2.0,1,.167,6,0.0,0.0,3.0,7,0,NBA,20,3.0,4.0,2.0,Dexter Pittman,C,0.0,2012-13,1.0,5.0,MEM,0.167,Dexter Pittman,854389
Mason Plumlee,Mason Plumlee,199,.666,299,0,.000,3,60.0,23.0,55.0,209.0,199,.659,302,122.0,0.626,195.0,70,22,NBA,1275,99.0,171.0,520.0,Mason Plumlee,PF,49.0,2013-14,77.0,308.0,BRK,0.659,Mason Plumlee,1298640
Mason Plumlee,Mason Plumlee,280,.576,486,0,.000,3,74.0,24.0,63.0,337.0,280,.573,489,157.0,0.495,317.0,82,45,NBA,1743,175.0,207.0,717.0,Mason Plumlee,C,65.0,2014-15,106.0,512.0,BRK,0.573,Mason Plumlee,1357080
Miles Plumlee,Miles Plumlee,5,.238,21,0,,0,2.0,24.0,3.0,10.0,5,.238,21,3.0,0.75,4.0,14,0,NBA,55,12.0,5.0,13.0,Miles Plumlee,C,0.0,2012-13,3.0,22.0,IND,0.238,Miles Plumlee,1073280
Miles Plumlee,Miles Plumlee,286,.517,553,0,,0,43.0,25.0,90.0,428.0,286,.517,553,74.0,0.561,132.0,80,79,NBA,1964,198.0,185.0,646.0,Miles Plumlee,C,50.0,2013-14,111.0,626.0,PHO,0.517,Miles Plumlee,1121520
Miles Plumlee,Miles Plumlee,136,.535,254,0,,0,34.0,26.0,66.0,208.0,136,.535,254,22.0,0.478,46.0,73,28,NBA,1194,112.0,111.0,294.0,Miles Plumlee,C,41.0,2014-15,51.0,320.0,TOT,0.535,Miles Plumlee,1169880
Miles Plumlee,Miles Plumlee,107,.549,195,0,,0,27.0,26.0,55.0,179.0,107,.549,195,19.0,0.5,38.0,54,28,NBA,1005,95.0,99.0,233.0,Miles Plumlee,C,35.0,2014-15,45.0,274.0,PHO,0.549,Miles Plumlee,1169880
Miles Plumlee,Miles Plumlee,29,.492,59,0,,0,7.0,26.0,11.0,29.0,29,.492,59,3.0,0.375,8.0,19,0,NBA,189,17.0,12.0,61.0,Miles Plumlee,C,6.0,2014-15,6.0,46.0,MIL,0.492,Miles Plumlee,1169880
Quincy Pondexter,Quincy Pondexter,55,.423,130,18,.360,50,28.0,22.0,10.0,65.0,73,.406,180,24.0,0.706,34.0,66,6,NBA,734,23.0,63.0,188.0,Quincy Pondexter,SF,17.0,2010-11,16.0,88.0,NOH,0.456,Quincy Pondexter,1073280
Quincy Pondexter,Quincy Pondexter,86,.518,166,22,.301,73,27.0,23.0,5.0,71.0,108,.452,239,33.0,0.623,53.0,64,8,NBA,1002,55.0,90.0,271.0,Quincy Pondexter,SF,27.0,2011-12,30.0,126.0,MEM,0.498,Quincy Pondexter,1153800
Quincy Pondexter,Quincy Pondexter,68,.463,147,60,.395,152,61.0,24.0,6.0,89.0,128,.428,299,59.0,0.787,75.0,59,1,NBA,1243,43.0,95.0,375.0,Quincy Pondexter,SF,35.0,2012-13,42.0,132.0,MEM,0.528,Quincy Pondexter,1234320
Quincy Pondexter,Quincy Pondexter,20,.444,45,11,.324,34,20.0,25.0,1.0,16.0,31,.392,79,21.0,0.808,26.0,15,2,NBA,270,10.0,18.0,94.0,Quincy Pondexter,SG,5.0,2013-14,15.0,26.0,MEM,0.462,Quincy Pondexter,2225479
Quincy Pondexter,Quincy Pondexter,97,.478,203,91,.373,244,94.0,26.0,24.0,142.0,188,.421,447,71.0,0.74,96.0,75,30,NBA,1793,53.0,150.0,538.0,Quincy Pondexter,SF-SG,19.0,2014-15,51.0,195.0,TOT,0.522,Quincy Pondexter,3146068
Quincy Pondexter,Quincy Pondexter,31,.500,62,17,.233,73,28.0,26.0,5.0,37.0,48,.356,135,21.0,0.7,30.0,30,2,NBA,540,20.0,47.0,134.0,Quincy Pondexter,SG,5.0,2014-15,10.0,57.0,MEM,0.419,Quincy Pondexter,3146068
Quincy Pondexter,Quincy Pondexter,66,.468,141,74,.433,171,66.0,26.0,19.0,105.0,140,.449,312,50.0,0.758,66.0,45,28,NBA,1253,33.0,103.0,404.0,Quincy Pondexter,SF,14.0,2014-15,41.0,138.0,NOP,0.567,Quincy Pondexter,3146068
Otto Porter,Otto Porter,29,.414,70,4,.190,21,10.0,20.0,1.0,36.0,33,.363,91,8.0,0.667,12.0,37,0,NBA,319,21.0,26.0,78.0,Otto Porter,SF,8.0,2013-14,14.0,57.0,WAS,0.385,Otto Porter,4278000
Otto Porter,Otto Porter,141,.491,287,35,.337,104,65.0,21.0,30.0,151.0,176,.450,391,58.0,0.734,79.0,74,13,NBA,1432,70.0,97.0,445.0,Otto Porter,SF,44.0,2014-15,52.0,221.0,WAS,0.495,Otto Porter,4470480
Dwight Powell,Dwight Powell,28,.500,56,3,.273,11,9.0,23.0,6.0,32.0,31,.463,67,25.0,0.758,33.0,29,0,NBA,236,18.0,40.0,90.0,Dwight Powell,PF,9.0,2014-15,11.0,50.0,TOT,0.485,Dwight Powell,507336
Dwight Powell,Dwight Powell,4,.800,5,0,,0,0.0,23.0,0.0,1.0,4,.800,5,1.0,0.5,2.0,5,0,NBA,9,0.0,1.0,9.0,Dwight Powell,PF,2.0,2014-15,2.0,1.0,BOS,0.8,Dwight Powell,507336
Dwight Powell,Dwight Powell,24,.471,51,3,.273,11,9.0,23.0,6.0,31.0,27,.435,62,24.0,0.774,31.0,24,0,NBA,227,18.0,39.0,81.0,Dwight Powell,PF,7.0,2014-15,9.0,49.0,DAL,0.46,Dwight Powell,507336
Josh Powell,Josh Powell,37,.457,81,0,,0,9.0,23.0,4.0,53.0,37,.457,81,36.0,0.8,45.0,37,2,NBA,429,28.0,52.0,110.0,Josh Powell,PF,7.0,2005-06,22.0,81.0,DAL,0.457,Josh Powell,398762
Josh Powell,Josh Powell,43,.462,93,0,,0,21.0,24.0,12.0,64.0,43,.462,93,30.0,0.714,42.0,37,0,NBA,353,24.0,61.0,116.0,Josh Powell,PF,5.0,2006-07,29.0,88.0,TOT,0.462,Josh Powell,744551
Josh Powell,Josh Powell,2,.133,15,0,,0,3.0,24.0,0.0,12.0,2,.133,15,8.0,0.667,12.0,7,0,NBA,64,7.0,18.0,12.0,Josh Powell,PF,0.0,2006-07,5.0,19.0,IND,0.133,Josh Powell,744551
Josh Powell,Josh Powell,41,.526,78,0,,0,18.0,24.0,12.0,52.0,41,.526,78,22.0,0.733,30.0,30,0,NBA,289,17.0,43.0,104.0,Josh Powell,PF,5.0,2006-07,24.0,69.0,GSW,0.526,Josh Powell,744551
Josh Powell,Josh Powell,145,.465,312,0,.000,3,47.0,25.0,23.0,216.0,145,.460,315,63.0,0.724,87.0,64,25,NBA,1228,115.0,130.0,353.0,Josh Powell,C,14.0,2007-08,65.0,331.0,LAC,0.46,Josh Powell,800000
Josh Powell,Josh Powell,106,.444,239,0,,0,27.0,26.0,17.0,105.0,106,.444,239,38.0,0.76,50.0,60,1,NBA,703,71.0,98.0,250.0,Josh Powell,PF,9.0,2008-09,51.0,176.0,LAL,0.444,Josh Powell,854957
Josh Powell,Josh Powell,64,.360,178,7,.438,16,35.0,27.0,6.0,72.0,71,.366,194,20.0,0.645,31.0,63,0,NBA,581,44.0,71.0,169.0,Josh Powell,PF,9.0,2009-10,33.0,116.0,LAL,0.384,Josh Powell,959111
Josh Powell,Josh Powell,94,.454,207,0,.000,1,22.0,28.0,5.0,86.0,94,.452,208,36.0,0.8,45.0,54,0,NBA,653,49.0,78.0,224.0,Josh Powell,PF,5.0,2010-11,53.0,135.0,ATL,0.452,Josh Powell,1069609
Phil Pressey,Phil Pressey,48,.440,109,16,.246,65,117.0,23.0,6.0,67.0,64,.368,174,33.0,0.673,49.0,50,0,NBA,600,13.0,54.0,177.0,Phil Pressey,PG,30.0,2014-15,41.0,80.0,BOS,0.414,Phil Pressey,816482
A.J. Price,A.J. Price,85,.472,180,60,.345,174,106.0,23.0,3.0,76.0,145,.410,354,60.0,0.8,75.0,56,2,NBA,865,12.0,53.0,410.0,A.J. Price,PG,35.0,2009-10,59.0,88.0,IND,0.494,A.J. Price,457588
A.J. Price,A.J. Price,73,.427,171,41,.275,149,111.0,24.0,1.0,56.0,114,.356,320,54.0,0.667,81.0,50,0,NBA,795,16.0,61.0,323.0,A.J. Price,PG,29.0,2010-11,53.0,72.0,IND,0.42,A.J. Price,762195
A.J. Price,A.J. Price,33,.384,86,26,.295,88,86.0,25.0,2.0,48.0,59,.339,174,28.0,0.8,35.0,44,1,NBA,568,13.0,30.0,172.0,A.J. Price,PG,20.0,2011-12,32.0,61.0,IND,0.414,A.J. Price,854389
A.J. Price,A.J. Price,91,.427,213,70,.350,200,205.0,26.0,3.0,94.0,161,.390,413,49.0,0.79,62.0,57,22,NBA,1278,20.0,73.0,441.0,A.J. Price,PG,33.0,2012-13,64.0,114.0,WAS,0.475,A.J. Price,885120
A.J. Price,A.J. Price,36,.450,80,15,.263,57,46.0,28.0,0.0,26.0,51,.372,137,16.0,0.667,24.0,26,0,NBA,324,6.0,15.0,133.0,A.J. Price,PG,7.0,2014-15,14.0,32.0,TOT,0.427,A.J. Price,62552
A.J. Price,A.J. Price,24,.480,50,15,.385,39,27.0,28.0,0.0,12.0,39,.438,89,12.0,0.667,18.0,10,0,NBA,193,2.0,9.0,105.0,A.J. Price,PG,4.0,2014-15,10.0,14.0,IND,0.522,A.J. Price,62552
A.J. Price,A.J. Price,9,.391,23,0,.000,11,13.0,28.0,0.0,11.0,9,.265,34,4.0,0.667,6.0,11,0,NBA,87,4.0,1.0,22.0,A.J. Price,PG,3.0,2014-15,3.0,15.0,CLE,0.265,A.J. Price,62552
A.J. Price,A.J. Price,3,.429,7,0,.000,7,6.0,28.0,0.0,3.0,3,.214,14,0.0,,0.0,5,0,NBA,44,0.0,5.0,6.0,A.J. Price,PG,0.0,2014-15,1.0,3.0,PHO,0.214,A.J. Price,62552
Ronnie Price,Ronnie Price,15,.484,31,6,.222,27,11.0,22.0,0.0,10.0,21,.362,58,12.0,1.0,12.0,29,0,NBA,150,5.0,10.0,60.0,Ronnie Price,PG,6.0,2005-06,10.0,15.0,SAC,0.414,Ronnie Price,398762
Ronnie Price,Ronnie Price,46,.430,107,21,.323,65,48.0,23.0,4.0,56.0,67,.390,172,37.0,0.673,55.0,58,1,NBA,563,15.0,64.0,192.0,Ronnie Price,PG,28.0,2006-07,33.0,71.0,SAC,0.451,Ronnie Price,664209
Ronnie Price,Ronnie Price,62,.481,129,26,.347,75,78.0,24.0,3.0,38.0,88,.431,204,26.0,0.684,38.0,61,3,NBA,588,8.0,83.0,228.0,Ronnie Price,PG,32.0,2007-08,30.0,46.0,UTA,0.495,Ronnie Price,1100000
Ronnie Price,Ronnie Price,58,.408,142,19,.311,61,108.0,25.0,5.0,57.0,77,.379,203,34.0,0.756,45.0,52,17,NBA,738,12.0,74.0,207.0,Ronnie Price,PG,39.0,2008-09,61.0,69.0,UTA,0.426,Ronnie Price,1188000
Ronnie Price,Ronnie Price,80,.447,179,18,.286,63,123.0,26.0,13.0,46.0,98,.405,242,41.0,0.695,59.0,60,4,NBA,806,28.0,109.0,255.0,Ronnie Price,PG,40.0,2009-10,56.0,74.0,UTA,0.442,Ronnie Price,1250000
Ronnie Price,Ronnie Price,54,.383,141,20,.290,69,56.0,27.0,5.0,39.0,74,.352,210,29.0,0.744,39.0,59,0,NBA,717,22.0,106.0,197.0,Ronnie Price,SG,42.0,2010-11,55.0,61.0,UTA,0.4,Ronnie Price,1380000
Ronnie Price,Ronnie Price,36,.419,86,13,.295,44,67.0,28.0,3.0,38.0,49,.377,130,20.0,0.8,25.0,36,8,NBA,517,18.0,72.0,131.0,Ronnie Price,PG,34.0,2011-12,46.0,56.0,PHO,0.427,Ronnie Price,1069509
Ronnie Price,Ronnie Price,19,.388,49,9,.209,43,66.0,30.0,2.0,35.0,28,.304,92,9.0,0.692,13.0,31,2,NBA,377,8.0,50.0,74.0,Ronnie Price,SG,25.0,2013-14,26.0,43.0,ORL,0.353,Ronnie Price,1265977
Ronnie Price,Ronnie Price,46,.404,114,31,.284,109,165.0,31.0,4.0,50.0,77,.345,223,36.0,0.8,45.0,43,20,NBA,982,19.0,118.0,221.0,Ronnie Price,PG,67.0,2014-15,52.0,69.0,LAL,0.415,Ronnie Price,1316809
Pablo Prigioni,Pablo Prigioni,47,.547,86,53,.396,134,236.0,35.0,2.0,102.0,100,.455,220,22.0,0.88,25.0,78,18,NBA,1263,41.0,127.0,275.0,Pablo Prigioni,PG,69.0,2012-13,86.0,143.0,NYK,0.575,Pablo Prigioni,473604
Pablo Prigioni,Pablo Prigioni,23,.451,51,65,.464,140,228.0,36.0,2.0,93.0,88,.461,191,11.0,0.917,12.0,66,27,NBA,1283,36.0,132.0,252.0,Pablo Prigioni,PG,67.0,2013-14,60.0,129.0,NYK,0.631,Pablo Prigioni,1591350
Pablo Prigioni,Pablo Prigioni,34,.548,62,57,.343,166,171.0,37.0,1.0,89.0,91,.399,228,35.0,0.854,41.0,67,3,NBA,1197,30.0,88.0,274.0,Pablo Prigioni,PG,79.0,2014-15,62.0,119.0,TOT,0.524,Pablo Prigioni,1662961
Pablo Prigioni,Pablo Prigioni,25,.543,46,43,.374,115,104.0,37.0,1.0,62.0,68,.422,161,22.0,0.846,26.0,43,3,NBA,795,18.0,53.0,201.0,Pablo Prigioni,PG,52.0,2014-15,47.0,80.0,NYK,0.556,Pablo Prigioni,1662961
Pablo Prigioni,Pablo Prigioni,9,.563,16,14,.275,51,67.0,37.0,0.0,27.0,23,.343,67,13.0,0.867,15.0,24,0,NBA,402,12.0,35.0,73.0,Pablo Prigioni,PG,27.0,2014-15,15.0,39.0,HOU,0.448,Pablo Prigioni,1662961
Tayshaun Prince,Tayshaun Prince,33,.465,71,20,.426,47,24.0,22.0,14.0,40.0,53,.449,118,11.0,0.647,17.0,42,5,NBA,435,5.0,25.0,137.0,Tayshaun Prince,SF,10.0,2002-03,21.0,45.0,DET,0.534,Tayshaun Prince,903360
Tayshaun Prince,Tayshaun Prince,281,.496,566,57,.363,157,191.0,23.0,69.0,297.0,338,.467,723,108.0,0.766,141.0,82,80,NBA,2701,93.0,149.0,841.0,Tayshaun Prince,SF,63.0,2003-04,119.0,390.0,DET,0.507,Tayshaun Prince,971160
Tayshaun Prince,Tayshaun Prince,422,.512,825,47,.341,138,247.0,24.0,71.0,302.0,469,.487,963,221.0,0.807,274.0,82,82,NBA,3039,133.0,161.0,1206.0,Tayshaun Prince,SF,56.0,2004-05,135.0,435.0,DET,0.511,Tayshaun Prince,1038960
Tayshaun Prince,Tayshaun Prince,391,.479,816,64,.350,183,186.0,25.0,39.0,242.0,455,.455,999,182.0,0.765,238.0,82,82,NBA,2898,104.0,96.0,1156.0,Tayshaun Prince,SF,62.0,2005-06,91.0,346.0,DET,0.487,Tayshaun Prince,1763115
Tayshaun Prince,Tayshaun Prince,378,.480,787,81,.386,210,227.0,26.0,55.0,285.0,459,.460,997,172.0,0.768,224.0,82,82,NBA,3001,144.0,116.0,1171.0,Tayshaun Prince,SF,51.0,2006-07,98.0,429.0,DET,0.501,Tayshaun Prince,7851240
Tayshaun Prince,Tayshaun Prince,368,.463,794,53,.363,146,268.0,27.0,33.0,289.0,421,.448,940,185.0,0.768,241.0,82,82,NBA,2694,109.0,90.0,1080.0,Tayshaun Prince,SF,42.0,2007-08,91.0,398.0,DET,0.476,Tayshaun Prince,8675620
Tayshaun Prince,Tayshaun Prince,403,.458,879,56,.397,141,253.0,28.0,51.0,348.0,459,.450,1020,189.0,0.778,243.0,82,82,NBA,3057,128.0,104.0,1163.0,Tayshaun Prince,SF,44.0,2008-09,101.0,476.0,DET,0.477,Tayshaun Prince,9500000
Tayshaun Prince,Tayshaun Prince,255,.503,507,27,.370,73,161.0,29.0,22.0,177.0,282,.486,580,70.0,0.714,98.0,49,49,NBA,1664,71.0,77.0,661.0,Tayshaun Prince,SF,34.0,2009-10,60.0,248.0,DET,0.509,Tayshaun Prince,10324380
Tayshaun Prince,Tayshaun Prince,439,.486,903,34,.347,98,215.0,30.0,41.0,251.0,473,.473,1001,118.0,0.702,168.0,78,78,NBA,2562,78.0,90.0,1098.0,Tayshaun Prince,SF,30.0,2010-11,82.0,329.0,DET,0.49,Tayshaun Prince,11148760
Tayshaun Prince,Tayshaun Prince,299,.431,694,37,.356,104,153.0,31.0,32.0,209.0,336,.421,798,89.0,0.774,115.0,63,63,NBA,2087,72.0,77.0,798.0,Tayshaun Prince,SF,27.0,2011-12,74.0,281.0,DET,0.444,Tayshaun Prince,6292135
Tayshaun Prince,Tayshaun Prince,321,.442,726,38,.404,94,196.0,32.0,25.0,292.0,359,.438,820,96.0,0.738,130.0,82,81,NBA,2631,72.0,86.0,852.0,Tayshaun Prince,SF,48.0,2012-13,89.0,364.0,TOT,0.461,Tayshaun Prince,6764045
Tayshaun Prince,Tayshaun Prince,192,.445,431,23,.434,53,111.0,32.0,13.0,166.0,215,.444,484,74.0,0.796,93.0,45,45,NBA,1457,43.0,45.0,527.0,Tayshaun Prince,SF,21.0,2012-13,54.0,209.0,DET,0.468,Tayshaun Prince,6764045
Tayshaun Prince,Tayshaun Prince,129,.437,295,15,.366,41,85.0,32.0,12.0,126.0,144,.429,336,22.0,0.595,37.0,37,36,NBA,1174,29.0,41.0,325.0,Tayshaun Prince,SF,27.0,2012-13,35.0,155.0,MEM,0.451,Tayshaun Prince,6764045
Tayshaun Prince,Tayshaun Prince,180,.426,423,20,.290,69,119.0,33.0,19.0,202.0,200,.407,492,34.0,0.567,60.0,76,76,NBA,1948,32.0,63.0,454.0,Tayshaun Prince,SF,39.0,2013-14,41.0,234.0,MEM,0.427,Tayshaun Prince,7235955
Tayshaun Prince,Tayshaun Prince,146,.436,335,31,.463,67,93.0,34.0,16.0,158.0,177,.440,402,49.0,0.754,65.0,58,16,NBA,1397,52.0,55.0,434.0,Tayshaun Prince,SF,29.0,2014-15,35.0,210.0,TOT,0.479,Tayshaun Prince,7707865
Tayshaun Prince,Tayshaun Prince,60,.400,150,15,.455,33,37.0,34.0,6.0,62.0,75,.410,183,25.0,0.833,30.0,26,9,NBA,628,21.0,22.0,190.0,Tayshaun Prince,SF,9.0,2014-15,15.0,83.0,MEM,0.451,Tayshaun Prince,7707865
Tayshaun Prince,Tayshaun Prince,28,.549,51,5,.625,8,18.0,34.0,2.0,24.0,33,.559,59,5.0,0.833,6.0,9,0,NBA,198,6.0,7.0,76.0,Tayshaun Prince,SF,5.0,2014-15,4.0,30.0,BOS,0.602,Tayshaun Prince,7707865
Tayshaun Prince,Tayshaun Prince,58,.433,134,11,.423,26,38.0,34.0,8.0,72.0,69,.431,160,19.0,0.655,29.0,23,7,NBA,571,25.0,26.0,168.0,Tayshaun Prince,SF,15.0,2014-15,16.0,97.0,DET,0.466,Tayshaun Prince,7707865
Miroslav Raduljica,Miroslav Raduljica,3,.375,8,0,,0,0.0,27.0,0.0,3.0,3,.375,8,2.0,1.0,2.0,5,0,NBA,23,2.0,8.0,8.0,Miroslav Raduljica,C,1.0,2014-15,2.0,5.0,MIN,0.375,Miroslav Raduljica,300000
Miroslav Raduljica,Miroslav Raduljica,3,.375,8,0,,0,0.0,27.0,0.0,3.0,3,.375,8,2.0,1.0,2.0,5,0,NBA,23,2.0,8.0,8.0,Miroslav Raduljica,C,1.0,2014-15,2.0,5.0,MIN,0.375,Miroslav Raduljica,96100
Julius Randle,Julius Randle,1,.333,3,0,,0,0.0,20.0,0.0,0.0,1,.333,3,0.0,0.0,2.0,1,0,NBA,14,0.0,1.0,2.0,Julius Randle,PF,0.0,2014-15,1.0,0.0,LAL,0.333,Julius Randle,2997360
Anthony Randolph,Anthony Randolph,199,.466,427,0,.000,4,49.0,19.0,74.0,235.0,199,.462,431,101.0,0.716,141.0,63,22,NBA,1129,128.0,141.0,499.0,Anthony Randolph,PF,42.0,2008-09,80.0,363.0,GSW,0.462,Anthony Randolph,1709280
Anthony Randolph,Anthony Randolph,136,.447,304,1,.200,5,42.0,20.0,51.0,142.0,137,.443,309,109.0,0.801,136.0,33,8,NBA,749,73.0,92.0,384.0,Anthony Randolph,C,28.0,2009-10,49.0,215.0,GSW,0.445,Anthony Randolph,1837560
Anthony Randolph,Anthony Randolph,122,.469,260,1,.250,4,33.0,21.0,24.0,117.0,123,.466,264,58.0,0.674,86.0,40,3,NBA,590,43.0,62.0,305.0,Anthony Randolph,C-PF,22.0,2010-11,53.0,160.0,TOT,0.468,Anthony Randolph,1965720
Anthony Randolph,Anthony Randolph,13,.317,41,1,.250,4,7.0,21.0,8.0,29.0,14,.311,45,6.0,0.5,12.0,17,0,NBA,127,11.0,15.0,35.0,Anthony Randolph,PF,4.0,2010-11,10.0,40.0,NYK,0.322,Anthony Randolph,1965720
Anthony Randolph,Anthony Randolph,109,.498,219,0,,0,26.0,21.0,16.0,88.0,109,.498,219,52.0,0.703,74.0,23,3,NBA,463,32.0,47.0,270.0,Anthony Randolph,C,18.0,2010-11,43.0,120.0,MIN,0.498,Anthony Randolph,1965720
Anthony Randolph,Anthony Randolph,94,.472,199,0,.000,1,19.0,22.0,35.0,81.0,94,.470,200,64.0,0.762,84.0,34,5,NBA,517,42.0,56.0,252.0,Anthony Randolph,PF,13.0,2011-12,40.0,123.0,MIN,0.47,Anthony Randolph,2911231
Anthony Randolph,Anthony Randolph,56,.528,106,0,.000,8,12.0,23.0,21.0,66.0,56,.491,114,31.0,0.689,45.0,39,0,NBA,329,29.0,41.0,143.0,Anthony Randolph,PF,19.0,2012-13,37.0,95.0,DEN,0.491,Anthony Randolph,1674641
Anthony Randolph,Anthony Randolph,50,.435,115,18,.295,61,32.0,24.0,19.0,102.0,68,.386,176,52.0,0.754,69.0,43,5,NBA,527,20.0,64.0,206.0,Anthony Randolph,PF,26.0,2013-14,39.0,122.0,DEN,0.438,Anthony Randolph,1750000
Shavlik Randolph,Shavlik Randolph,44,.454,97,0,,0,19.0,22.0,12.0,78.0,44,.454,97,43.0,0.606,71.0,57,1,NBA,487,55.0,83.0,131.0,Shavlik Randolph,PF,19.0,2005-06,21.0,133.0,PHI,0.454,Shavlik Randolph,398762
Shavlik Randolph,Shavlik Randolph,23,.479,48,0,,0,4.0,23.0,10.0,35.0,23,.479,48,12.0,0.545,22.0,13,6,NBA,179,19.0,23.0,58.0,Shavlik Randolph,PF,7.0,2006-07,9.0,54.0,PHI,0.479,Shavlik Randolph,1000000
Shavlik Randolph,Shavlik Randolph,4,.286,14,0,,0,3.0,24.0,3.0,2.0,4,.286,14,0.0,,0.0,9,0,NBA,27,9.0,5.0,8.0,Shavlik Randolph,PF,1.0,2007-08,2.0,11.0,PHI,0.286,Shavlik Randolph,1080000
Shavlik Randolph,Shavlik Randolph,7,.583,12,1,1.000,1,0.0,25.0,1.0,8.0,8,.615,13,1.0,0.25,4.0,10,0,NBA,37,10.0,4.0,18.0,Shavlik Randolph,PF,0.0,2008-09,6.0,18.0,POR,0.654,Shavlik Randolph,826269
Shavlik Randolph,Shavlik Randolph,6,.333,18,0,,0,1.0,26.0,1.0,7.0,6,.333,18,2.0,1.0,2.0,6,0,NBA,53,7.0,9.0,14.0,Shavlik Randolph,PF,1.0,2009-10,3.0,14.0,TOT,0.333,Shavlik Randolph,255054
Shavlik Randolph,Shavlik Randolph,6,.333,18,0,,0,1.0,26.0,1.0,7.0,6,.333,18,2.0,1.0,2.0,6,0,NBA,53,7.0,9.0,14.0,Shavlik Randolph,PF,1.0,2009-10,3.0,14.0,TOT,0.333,Shavlik Randolph,88488
Shavlik Randolph,Shavlik Randolph,5,.333,15,0,,0,0.0,26.0,1.0,6.0,5,.333,15,0.0,,0.0,3,0,NBA,47,7.0,9.0,10.0,Shavlik Randolph,PF,1.0,2009-10,2.0,13.0,MIA,0.333,Shavlik Randolph,255054
Shavlik Randolph,Shavlik Randolph,5,.333,15,0,,0,0.0,26.0,1.0,6.0,5,.333,15,0.0,,0.0,3,0,NBA,47,7.0,9.0,10.0,Shavlik Randolph,PF,1.0,2009-10,2.0,13.0,MIA,0.333,Shavlik Randolph,88488
Shavlik Randolph,Shavlik Randolph,1,.333,3,0,,0,1.0,26.0,0.0,1.0,1,.333,3,2.0,1.0,2.0,3,0,NBA,6,0.0,0.0,4.0,Shavlik Randolph,PF,0.0,2009-10,1.0,1.0,POR,0.333,Shavlik Randolph,255054
