Player,Player,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player.1_x,Pos,STL,Season,TOV,TRB,Tm,eFG%,Player.1_y,Salary
LeBron James,LeBron James,559,.438,1275,63,.290,217,465.0,19.0,58.0,333.0,622,.417,1492,347.0,0.754,460.0,79,79,NBA,3122,99.0,149.0,1654.0,LeBron James,SG,130.0,2003-04,273.0,432.0,CLE,0.438,LeBron James,4018920
LeBron James,LeBron James,687,.499,1376,108,.351,308,577.0,20.0,52.0,477.0,795,.472,1684,477.0,0.75,636.0,80,80,NBA,3388,111.0,146.0,2175.0,LeBron James,SF,177.0,2004-05,262.0,588.0,CLE,0.504,LeBron James,4320360
LeBron James,LeBron James,748,.518,1444,127,.335,379,521.0,21.0,66.0,481.0,875,.480,1823,601.0,0.738,814.0,79,79,NBA,3361,75.0,181.0,2478.0,LeBron James,SF,123.0,2005-06,260.0,556.0,CLE,0.515,LeBron James,4621800
LeBron James,LeBron James,673,.513,1311,99,.319,310,470.0,22.0,55.0,443.0,772,.476,1621,489.0,0.698,701.0,78,78,NBA,3190,83.0,171.0,2132.0,LeBron James,SF,125.0,2006-07,250.0,526.0,CLE,0.507,LeBron James,5828090
LeBron James,LeBron James,681,.531,1283,113,.315,359,539.0,23.0,81.0,459.0,794,.484,1642,549.0,0.712,771.0,75,74,NBA,3027,133.0,165.0,2250.0,LeBron James,SF,138.0,2007-08,255.0,592.0,CLE,0.518,LeBron James,13041250
LeBron James,LeBron James,657,.535,1229,132,.344,384,587.0,24.0,93.0,507.0,789,.489,1613,594.0,0.78,762.0,81,81,NBA,3054,106.0,139.0,2304.0,LeBron James,SF,137.0,2008-09,241.0,613.0,CLE,0.53,LeBron James,14410581
LeBron James,LeBron James,639,.560,1141,129,.333,387,651.0,25.0,77.0,483.0,768,.503,1528,593.0,0.767,773.0,76,76,NBA,2966,71.0,119.0,2258.0,LeBron James,SF,125.0,2009-10,261.0,554.0,CLE,0.545,LeBron James,15779912
LeBron James,LeBron James,666,.552,1206,92,.330,279,554.0,26.0,50.0,510.0,758,.510,1485,503.0,0.759,663.0,79,79,NBA,3063,80.0,163.0,2111.0,LeBron James,SF,124.0,2010-11,284.0,590.0,MIA,0.541,LeBron James,14500000
LeBron James,LeBron James,567,.556,1020,54,.362,149,387.0,27.0,50.0,398.0,621,.531,1169,387.0,0.771,502.0,62,62,NBA,2326,94.0,96.0,1683.0,LeBron James,SF,115.0,2011-12,213.0,492.0,MIA,0.554,LeBron James,16022500
LeBron James,LeBron James,662,.602,1100,103,.406,254,551.0,28.0,67.0,513.0,765,.565,1354,403.0,0.753,535.0,76,76,NBA,2877,97.0,110.0,2036.0,LeBron James,PF,129.0,2012-13,226.0,610.0,MIA,0.603,LeBron James,17545000
LeBron James,LeBron James,651,.622,1047,116,.379,306,488.0,29.0,26.0,452.0,767,.567,1353,439.0,0.75,585.0,77,77,NBA,2902,81.0,126.0,2089.0,LeBron James,PF,121.0,2013-14,270.0,533.0,MIA,0.61,LeBron James,19067500
LeBron James,LeBron James,504,.536,940,120,.354,339,511.0,30.0,49.0,365.0,624,.488,1279,375.0,0.71,528.0,69,69,NBA,2493,51.0,135.0,1743.0,LeBron James,SF,109.0,2014-15,272.0,416.0,CLE,0.535,LeBron James,20644400
Mike James,Mike James,151,.423,357,67,.294,228,246.0,27.0,5.0,123.0,218,.373,585,104.0,0.732,142.0,78,8,NBA,1722,26.0,176.0,607.0,Mike James,PG,64.0,2002-03,108.0,149.0,MIA,0.43,Mike James,512435
Mike James,Mike James,166,.441,376,106,.377,281,339.0,28.0,3.0,206.0,272,.414,657,103.0,0.811,127.0,81,55,NBA,2196,28.0,156.0,753.0,Mike James,PG,96.0,2003-04,124.0,234.0,TOT,0.495,Mike James,638679
Mike James,Mike James,127,.447,284,86,.381,226,244.0,28.0,2.0,156.0,213,.418,510,76.0,0.8,95.0,55,55,NBA,1684,20.0,113.0,588.0,Mike James,PG,70.0,2003-04,83.0,176.0,BOS,0.502,Mike James,638679
Mike James,Mike James,39,.424,92,20,.364,55,95.0,28.0,1.0,50.0,59,.401,147,27.0,0.844,32.0,26,0,NBA,512,8.0,43.0,165.0,Mike James,PG,26.0,2003-04,41.0,58.0,DET,0.469,Mike James,638679
Mike James,Mike James,231,.470,492,100,.386,259,263.0,29.0,6.0,173.0,331,.441,751,109.0,0.752,145.0,74,5,NBA,1859,35.0,174.0,871.0,Mike James,PG,65.0,2004-05,106.0,208.0,TOT,0.507,Mike James,3100000
Mike James,Mike James,147,.477,308,58,.382,152,185.0,29.0,4.0,99.0,205,.446,460,67.0,0.744,90.0,47,0,NBA,1167,23.0,114.0,535.0,Mike James,PG,40.0,2004-05,80.0,122.0,MIL,0.509,Mike James,3100000
Mike James,Mike James,84,.457,184,42,.393,107,78.0,29.0,2.0,74.0,126,.433,291,42.0,0.764,55.0,27,5,NBA,692,12.0,60.0,336.0,Mike James,PG,25.0,2004-05,26.0,86.0,HOU,0.505,Mike James,3100000
Mike James,Mike James,407,.481,846,169,.442,382,460.0,30.0,3.0,217.0,576,.469,1228,283.0,0.837,338.0,79,79,NBA,2925,45.0,214.0,1604.0,Mike James,PG,72.0,2005-06,206.0,262.0,TOR,0.538,Mike James,3410000
Mike James,Mike James,217,.445,488,80,.372,215,297.0,31.0,7.0,138.0,297,.422,703,154.0,0.837,184.0,82,65,NBA,2069,25.0,171.0,828.0,Mike James,PG,55.0,2006-07,129.0,163.0,MIN,0.479,Mike James,5215000
Mike James,Mike James,70,.363,193,31,.320,97,60.0,32.0,2.0,55.0,101,.348,290,39.0,0.813,48.0,54,1,NBA,720,14.0,56.0,272.0,Mike James,PG,21.0,2007-08,36.0,69.0,TOT,0.402,Mike James,5632200
Mike James,Mike James,55,.362,152,24,.324,74,54.0,32.0,2.0,41.0,79,.350,226,33.0,0.786,42.0,33,1,NBA,537,11.0,44.0,215.0,Mike James,PG,17.0,2007-08,29.0,52.0,HOU,0.403,Mike James,5632200
Mike James,Mike James,15,.366,41,7,.304,23,6.0,32.0,0.0,14.0,22,.344,64,6.0,1.0,6.0,21,0,NBA,183,3.0,12.0,57.0,Mike James,PG,4.0,2007-08,7.0,17.0,NOH,0.398,Mike James,5632200
Mike James,Mike James,128,.388,330,69,.375,184,201.0,33.0,6.0,108.0,197,.383,514,68.0,0.829,82.0,61,50,NBA,1649,25.0,108.0,531.0,Mike James,PG,44.0,2008-09,94.0,133.0,TOT,0.45,Mike James,6244093
Mike James,Mike James,5,.238,21,3,.750,4,8.0,33.0,0.0,6.0,8,.320,25,1.0,0.5,2.0,8,0,NBA,74,1.0,7.0,20.0,Mike James,PG,2.0,2008-09,3.0,7.0,NOH,0.38,Mike James,6244093
Mike James,Mike James,123,.398,309,66,.367,180,193.0,33.0,6.0,102.0,189,.387,489,67.0,0.838,80.0,53,50,NBA,1575,24.0,101.0,511.0,Mike James,PG,42.0,2008-09,91.0,126.0,WAS,0.454,Mike James,6244093
Mike James,Mike James,4,.286,14,2,.333,6,5.0,34.0,0.0,2.0,6,.300,20,4.0,0.5,8.0,4,0,NBA,46,1.0,3.0,18.0,Mike James,PG,3.0,2009-10,5.0,3.0,WAS,0.35,Mike James,6466600
Al Jefferson,Al Jefferson,195,.533,366,0,.000,3,24.0,20.0,55.0,193.0,195,.528,369,85.0,0.63,135.0,71,1,NBA,1051,119.0,195.0,475.0,Al Jefferson,PF,22.0,2004-05,66.0,312.0,BOS,0.528,Al Jefferson,1407240
Al Jefferson,Al Jefferson,189,.504,375,0,.000,4,30.0,21.0,46.0,202.0,189,.499,379,86.0,0.642,134.0,59,7,NBA,1062,97.0,166.0,464.0,Al Jefferson,PF,30.0,2005-06,62.0,299.0,BOS,0.499,Al Jefferson,1512840
Al Jefferson,Al Jefferson,453,.514,881,0,.000,1,88.0,22.0,106.0,519.0,453,.514,882,201.0,0.681,295.0,69,60,NBA,2319,237.0,232.0,1107.0,Al Jefferson,C,48.0,2006-07,136.0,756.0,BOS,0.514,Al Jefferson,1618320
Al Jefferson,Al Jefferson,721,.502,1436,0,.000,5,117.0,23.0,119.0,603.0,721,.500,1441,284.0,0.721,394.0,82,82,NBA,2919,308.0,222.0,1726.0,Al Jefferson,C,74.0,2007-08,167.0,911.0,MIN,0.5,Al Jefferson,2480885
Al Jefferson,Al Jefferson,485,.499,971,0,.000,4,79.0,24.0,83.0,376.0,485,.497,975,186.0,0.738,252.0,50,50,NBA,1836,172.0,141.0,1156.0,Al Jefferson,C,39.0,2008-09,92.0,548.0,MIN,0.497,Al Jefferson,11000000
Al Jefferson,Al Jefferson,560,.500,1121,0,.000,4,137.0,25.0,98.0,523.0,560,.498,1125,181.0,0.68,266.0,76,76,NBA,2463,180.0,205.0,1301.0,Al Jefferson,C,63.0,2009-10,136.0,703.0,MIN,0.498,Al Jefferson,12000000
Al Jefferson,Al Jefferson,654,.496,1319,0,,0,149.0,26.0,153.0,559.0,654,.496,1319,220.0,0.761,289.0,82,82,NBA,2940,235.0,238.0,1528.0,Al Jefferson,C,46.0,2010-11,105.0,794.0,UTA,0.496,Al Jefferson,13000000
Al Jefferson,Al Jefferson,515,.493,1044,1,.250,4,134.0,27.0,101.0,452.0,516,.492,1048,137.0,0.774,177.0,61,61,NBA,2075,133.0,155.0,1170.0,Al Jefferson,C,47.0,2011-12,62.0,585.0,UTA,0.493,Al Jefferson,14000000
Al Jefferson,Al Jefferson,609,.500,1219,2,.118,17,164.0,28.0,89.0,564.0,611,.494,1236,167.0,0.77,217.0,78,78,NBA,2578,156.0,170.0,1391.0,Al Jefferson,C,80.0,2012-13,105.0,720.0,UTA,0.495,Al Jefferson,15000000
Al Jefferson,Al Jefferson,697,.512,1361,3,.200,15,155.0,29.0,79.0,636.0,700,.509,1376,191.0,0.69,277.0,73,73,NBA,2553,156.0,176.0,1594.0,Al Jefferson,C,67.0,2013-14,124.0,792.0,CHA,0.51,Al Jefferson,13500000
Al Jefferson,Al Jefferson,484,.482,1005,2,.400,5,113.0,30.0,84.0,449.0,486,.481,1010,108.0,0.655,165.0,65,61,NBA,1992,99.0,139.0,1082.0,Al Jefferson,C,47.0,2014-15,68.0,548.0,CHO,0.482,Al Jefferson,13666667
Cory Jefferson,Cory Jefferson,73,.480,152,2,.133,15,16.0,24.0,21.0,98.0,75,.449,167,31.0,0.574,54.0,50,1,NBA,531,47.0,61.0,183.0,Cory Jefferson,PF,10.0,2014-15,20.0,145.0,BRK,0.455,Cory Jefferson,507336
Richard Jefferson,Richard Jefferson,257,.480,535,13,.232,56,140.0,21.0,48.0,208.0,270,.457,591,189.0,0.713,265.0,79,9,NBA,1917,85.0,211.0,742.0,Richard Jefferson,SF,64.0,2001-02,107.0,293.0,NJN,0.468,Richard Jefferson,1379400
Richard Jefferson,Richard Jefferson,450,.507,887,6,.250,24,201.0,22.0,44.0,364.0,456,.501,911,324.0,0.743,436.0,80,80,NBA,2879,150.0,216.0,1242.0,Richard Jefferson,SF,80.0,2002-03,156.0,514.0,NJN,0.504,Richard Jefferson,1482840
Richard Jefferson,Richard Jefferson,507,.516,983,48,.364,132,315.0,23.0,28.0,355.0,555,.498,1115,357.0,0.763,468.0,82,82,NBA,3133,109.0,224.0,1515.0,Richard Jefferson,SF,92.0,2003-04,198.0,464.0,NJN,0.519,Richard Jefferson,1586280
Richard Jefferson,Richard Jefferson,208,.438,475,30,.337,89,133.0,24.0,17.0,191.0,238,.422,564,227.0,0.844,269.0,33,33,NBA,1355,49.0,109.0,733.0,Richard Jefferson,SF,33.0,2004-05,132.0,240.0,NJN,0.449,Richard Jefferson,2266794
Richard Jefferson,Richard Jefferson,435,.532,817,60,.319,188,297.0,25.0,17.0,439.0,495,.493,1005,471.0,0.812,580.0,78,78,NBA,3059,95.0,193.0,1521.0,Richard Jefferson,SF,59.0,2005-06,174.0,534.0,NJN,0.522,Richard Jefferson,10200000
Richard Jefferson,Richard Jefferson,251,.483,520,52,.359,145,148.0,26.0,8.0,192.0,303,.456,665,239.0,0.733,326.0,55,53,NBA,1956,48.0,123.0,897.0,Richard Jefferson,SF,34.0,2006-07,120.0,240.0,NJN,0.495,Richard Jefferson,11200000
Richard Jefferson,Richard Jefferson,542,.486,1115,77,.362,213,252.0,27.0,21.0,249.0,619,.466,1328,542.0,0.798,679.0,82,82,NBA,3200,93.0,225.0,1857.0,Richard Jefferson,SF,76.0,2007-08,199.0,342.0,NJN,0.495,Richard Jefferson,12200000
Richard Jefferson,Richard Jefferson,421,.453,930,116,.397,292,199.0,28.0,14.0,317.0,537,.439,1222,417.0,0.805,518.0,82,82,NBA,2939,57.0,252.0,1607.0,Richard Jefferson,SF,66.0,2008-09,165.0,374.0,MIL,0.487,Richard Jefferson,13200000
Richard Jefferson,Richard Jefferson,303,.515,588,59,.316,187,158.0,29.0,40.0,298.0,362,.467,775,211.0,0.735,287.0,81,70,NBA,2520,58.0,178.0,994.0,Richard Jefferson,SF,45.0,2009-10,105.0,356.0,SAS,0.505,Richard Jefferson,14200000
Richard Jefferson,Richard Jefferson,169,.504,335,135,.440,307,107.0,30.0,34.0,256.0,304,.474,642,148.0,0.759,195.0,81,81,NBA,2459,54.0,164.0,891.0,Richard Jefferson,SF,38.0,2010-11,93.0,310.0,SAS,0.579,Richard Jefferson,8400000
Richard Jefferson,Richard Jefferson,90,.411,219,113,.420,269,88.0,31.0,19.0,193.0,203,.416,488,59.0,0.694,85.0,63,44,NBA,1748,26.0,121.0,578.0,Richard Jefferson,SF,37.0,2011-12,50.0,219.0,TOT,0.532,Richard Jefferson,9282000
Richard Jefferson,Richard Jefferson,52,.403,129,80,.421,190,55.0,31.0,12.0,125.0,132,.414,319,35.0,0.7,50.0,41,41,NBA,1168,18.0,83.0,379.0,Richard Jefferson,SF,25.0,2011-12,32.0,143.0,SAS,0.539,Richard Jefferson,9282000
Richard Jefferson,Richard Jefferson,38,.422,90,33,.418,79,33.0,31.0,7.0,68.0,71,.420,169,24.0,0.686,35.0,22,3,NBA,580,8.0,38.0,199.0,Richard Jefferson,SF,12.0,2011-12,18.0,76.0,GSW,0.518,Richard Jefferson,9282000
Richard Jefferson,Richard Jefferson,48,.527,91,14,.311,45,31.0,32.0,7.0,79.0,62,.456,136,38.0,0.717,53.0,56,1,NBA,568,5.0,45.0,176.0,Richard Jefferson,SF,14.0,2012-13,23.0,84.0,GSW,0.507,Richard Jefferson,10164000
Richard Jefferson,Richard Jefferson,171,.484,353,123,.409,301,130.0,33.0,14.0,201.0,294,.450,654,120.0,0.741,162.0,82,78,NBA,2213,18.0,168.0,831.0,Richard Jefferson,SF,56.0,2013-14,94.0,219.0,UTA,0.544,Richard Jefferson,11046000
Richard Jefferson,Richard Jefferson,78,.462,169,66,.426,155,61.0,34.0,11.0,158.0,144,.444,324,78.0,0.684,114.0,74,18,NBA,1244,25.0,115.0,432.0,Richard Jefferson,SF,32.0,2014-15,52.0,183.0,DAL,0.546,Richard Jefferson,1448490
Charles Jenkins,Charles Jenkins,127,.469,271,3,.150,20,170.0,22.0,6.0,60.0,130,.447,291,34.0,0.872,39.0,51,28,NBA,893,8.0,85.0,297.0,Charles Jenkins,PG,33.0,2011-12,60.0,68.0,GSW,0.452,Charles Jenkins,473604
Charles Jenkins,Charles Jenkins,48,.403,119,1,.500,2,44.0,23.0,2.0,24.0,49,.405,121,12.0,0.545,22.0,59,1,NBA,441,8.0,22.0,111.0,Charles Jenkins,SG-PG,15.0,2012-13,21.0,32.0,TOT,0.409,Charles Jenkins,762195
Charles Jenkins,Charles Jenkins,34,.420,81,1,.500,2,28.0,23.0,1.0,16.0,35,.422,83,10.0,0.556,18.0,47,0,NBA,291,5.0,18.0,81.0,Charles Jenkins,SG,9.0,2012-13,19.0,21.0,GSW,0.428,Charles Jenkins,762195
Charles Jenkins,Charles Jenkins,14,.368,38,0,,0,16.0,23.0,1.0,8.0,14,.368,38,2.0,0.5,4.0,12,1,NBA,150,3.0,4.0,30.0,Charles Jenkins,PG,6.0,2012-13,2.0,11.0,PHI,0.368,Charles Jenkins,762195
John Jenkins,John Jenkins,78,.500,156,53,.384,138,56.0,21.0,10.0,77.0,131,.446,294,59.0,0.843,70.0,61,2,NBA,902,17.0,37.0,374.0,John Jenkins,SG,12.0,2012-13,40.0,94.0,ATL,0.536,John Jenkins,1204560
John Jenkins,John Jenkins,12,.500,24,4,.222,18,11.0,22.0,1.0,19.0,16,.381,42,4.0,1.0,4.0,13,0,NBA,158,3.0,11.0,40.0,John Jenkins,SG,1.0,2013-14,11.0,22.0,ATL,0.429,John Jenkins,1258800
John Jenkins,John Jenkins,28,.596,47,21,.404,52,13.0,23.0,0.0,37.0,49,.495,99,16.0,0.842,19.0,24,3,NBA,297,2.0,15.0,135.0,John Jenkins,SG,10.0,2014-15,8.0,39.0,ATL,0.601,John Jenkins,1312920
Brandon Jennings,Brandon Jennings,306,.370,828,145,.374,388,470.0,20.0,18.0,233.0,451,.371,1216,223.0,0.817,273.0,82,82,NBA,2671,49.0,191.0,1270.0,Brandon Jennings,PG,105.0,2009-10,200.0,282.0,MIL,0.431,Brandon Jennings,2168520
Brandon Jennings,Brandon Jennings,263,.422,623,98,.323,303,305.0,21.0,21.0,192.0,361,.390,926,199.0,0.809,246.0,63,61,NBA,2169,42.0,131.0,1019.0,Brandon Jennings,PG,95.0,2010-11,146.0,234.0,MIL,0.443,Brandon Jennings,2331120
Brandon Jennings,Brandon Jennings,340,.464,733,129,.332,388,365.0,22.0,22.0,177.0,469,.418,1121,193.0,0.808,239.0,66,66,NBA,2331,49.0,114.0,1260.0,Brandon Jennings,PG,104.0,2011-12,146.0,226.0,MIL,0.476,Brandon Jennings,2493720
Brandon Jennings,Brandon Jennings,324,.412,786,173,.375,461,521.0,23.0,10.0,187.0,497,.399,1247,230.0,0.819,281.0,80,80,NBA,2897,59.0,155.0,1397.0,Brandon Jennings,PG,125.0,2012-13,203.0,246.0,MIL,0.468,Brandon Jennings,3179493
Brandon Jennings,Brandon Jennings,269,.397,678,154,.337,457,609.0,24.0,8.0,185.0,423,.373,1135,241.0,0.751,321.0,80,79,NBA,2728,59.0,157.0,1241.0,Brandon Jennings,PG,101.0,2013-14,215.0,244.0,DET,0.441,Brandon Jennings,7655503
